,n_word,n_firstSound,n_word_len,adj,adj_len,ncomp,ncomp_len,ncomp_lemma,ncomp_lemma_len,nmod,nmod_len,nmod_lemma,nmod_lemma_len,n_id,sen_id
201.0,customers,Consonant,9,,0,,0,,0,,0,,0,5,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
202.0,interface,Vowel,9,simple,6,,0,,0,,0,,0,10,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
203.0,fight,Consonant,5,,0,,0,,0,"features, companies","8, 9","feature, company","7, 7",22,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
204.0,features,Consonant,8,fewest,6,,0,,0,,0,,0,28,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
205.0,end,Consonant,3,low,3,,0,,0,,0,,0,32,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
206.0,camera,Consonant,6,,0,,0,,0,,0,,0,33,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
207.0,companies,Consonant,9,,0,"end, camera","3, 6","end, camera","3, 6",,0,,0,34,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0008
208.0,problem,Consonant,7,other,5,,0,,0,,0,,0,3,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0009
209.0,money,Consonant,5,,0,,0,,0,,0,,0,6,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0010
210.0,appeal,Consonant,6,,0,,0,,0,,0,,0,11,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0010
211.0,focus,Consonant,5,,0,,0,,0,,0,,0,15,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0010
212.0,survey,Consonant,6,,0,,0,,0,,0,,0,3,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0011
213.0,article,Consonant,7,,0,,0,,0,,0,,0,10,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0011
214.0,users,Vowel,5,most,4,,0,,0,,0,,0,15,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0011
215.0,features,Consonant,8,,0,,0,,0,,0,,0,6,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
216.0,sky,Consonant,3,,0,,0,,0,,0,,0,13,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
217.0,valuation,Consonant,9,"likely, high","6, 4",,0,,0,,0,,0,16,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
218.0,chunk,Consonant,5,huge,4,,0,,0,base,4,base,4,23,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
219.0,customer,Consonant,8,,0,,0,,0,,0,,0,26,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
220.0,base,Consonant,4,,0,customer,8,customer,8,,0,,0,27,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
221.0,search,Consonant,6,,0,,0,,0,,0,,0,36,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
222.0,engine,Consonant,6,next,4,search,6,search,6,,0,,0,37,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
223.0,lot,Consonant,3,whole,5,,0,,0,people,6,people,6,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
224.0,people,Consonant,6,,0,,0,,0,,0,,0,7,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
225.0,newspaper,Consonant,9,Swedish,7,,0,,0,,0,,0,14,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
226.0,cartoons,Consonant,8,,0,,0,,0,,0,,0,17,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
227.0,tables,Consonant,6,,0,,0,,0,,0,,0,7,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0002
228.0,cartoonists,Consonant,11,,0,,0,,0,,0,,0,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0002
229.0,idiots,Vowel,6,,0,,0,,0,,0,,0,4,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0003
230.0,cartoon,Consonant,7,,0,,0,,0,,0,,0,7,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0003
231.0,contest,Consonant,7,"new, fun","3, 3",,0,,0,,0,,0,21,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0003
232.0,contest,Consonant,7,international,13,,0,,0,cartoons,8,cartoon,7,3,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
233.0,cartoons,Consonant,8,,0,,0,,0,,0,,0,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
234.0,response,Consonant,8,,0,,0,,0,publication,11,publication,11,13,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
235.0,publication,Consonant,11,,0,,0,,0,"papers, caricatures","6, 11","papers, caricature","6, 10",16,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
236.0,papers,Consonant,6,Western,7,,0,,0,,0,,0,19,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
237.0,caricatures,Consonant,11,,0,,0,,0,,0,,0,23,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
238.0,fair,Consonant,4,,0,,0,,0,,0,,0,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
239.0,limits,Consonant,6,,0,,0,,0,freedom,7,freedom,7,9,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
240.0,freedom,Consonant,7,,0,,0,,0,,0,,0,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
241.0,head,Consonant,4,,0,,0,,0,,0,,0,20,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
242.0,country,Consonant,7,,0,,0,,0,,0,,0,23,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
243.0,fair,Consonant,4,,0,,0,,0,,0,,0,32,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
244.0,organizer,Vowel,9,,0,fair,4,fair,4,,0,,0,33,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
245.0,prophet,Consonant,7,,0,,0,,0,,0,,0,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0007
246.0,doubts,Consonant,6,,0,,0,,0,,0,,0,17,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0007
247.0,prison,Consonant,6,,0,,0,,0,,0,,0,28,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0007
248.0,fact,Consonant,4,,0,,0,,0,,0,,0,8,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0008
249.0,ceremony,Consonant,8,,0,,0,,0,fair,4,fair,4,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0009
250.0,month,Consonant,5,,0,,0,,0,,0,,0,8,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0009
251.0,fair,Consonant,4,long,4,,0,,0,,0,,0,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0009
252.0,cartoons,Consonant,8,,0,,0,,0,,0,,0,6,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
253.0,participants,Consonant,12,,0,,0,,0,countries,9,country,7,10,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
254.0,countries,Consonant,9,,0,,0,,0,,0,,0,15,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
255.0,show,Consonant,4,,0,,0,,0,,0,,0,23,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
256.0,cartoons,Consonant,8,top,3,,0,,0,,0,,0,6,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
257.0,winners,Consonant,7,,0,,0,,0,,0,,0,16,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
258.0,prizes,Consonant,6,,0,,0,,0,dollars,7,dollar,6,19,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
259.0,dollars,Consonant,7,,0,,0,,0,,0,,0,26,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
260.0,stunt,Consonant,5,"cute, little","4, 6",,0,,0,,0,,0,4,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0012
261.0,extremist,Consonant,9,,0,,0,,0,,0,,0,14,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0012
262.0,cartoon,Consonant,7,,0,,0,,0,prophet,7,prophet,7,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0013
263.0,prophet,Consonant,7,,0,,0,,0,,0,,0,8,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0013
264.0,people,Consonant,6,,0,,0,,0,,0,,0,10,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0013
265.0,cartoons,Consonant,8,precious,8,,0,,0,,0,,0,4,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0014
266.0,end,Consonant,3,,0,,0,,0,world,5,world,5,15,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0014
267.0,world,Consonant,5,,0,,0,,0,,0,,0,18,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0014
268.0,pockets,Consonant,7,,0,,0,,0,resistance,10,resistance,10,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0001
269.0,resistance,Consonant,10,,0,,0,,0,,0,,0,18,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0001
270.0,fighting,Consonant,8,,0,,0,,0,,0,,0,3,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0002
271.0,numbers,Consonant,7,fair,4,,0,,0,noncombatants,13,noncombatant,12,7,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0002
272.0,noncombatants,Consonant,13,Iraqi,5,,0,,0,,0,,0,10,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0002
273.0,clashes,Consonant,7,Armed,5,,0,,0,,0,,0,2,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0003
274.0,cities,Consonant,6,"several, northern, Iraqi","7, 8, 5",,0,,0,,0,,0,9,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0003
275.0,persons,Consonant,7,,0,,0,,0,,0,,0,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0003
276.0,Hundreds,Consonant,8,,0,,0,,0,persons,7,person,6,1,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
277.0,persons,Consonant,7,,0,,0,,0,,0,,0,3,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
278.0,demonstrations,Consonant,14,,0,,0,,0,campaign,8,campaign,8,5,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
279.0,campaign,Consonant,8,,0,,0,,0,,0,,0,9,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
280.0,battles,Consonant,7,,0,,0,,0,,0,,0,2,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0005
281.0,demonstrations,Consonant,14,,0,,0,,0,,0,,0,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0005
282.0,assault,Consonant,7,,0,,0,,0,,0,,0,10,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0005
283.0,Guerrillas,Consonant,10,,0,,0,,0,,0,,0,1,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0006
284.0,retaliation,Consonant,11,,0,,0,,0,attack,6,attack,6,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0006
285.0,attack,Consonant,6,,0,,0,,0,,0,,0,19,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0006
286.0,cousin,Consonant,6,aged,4,,0,,0,,0,,0,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
287.0,man,Consonant,3,,0,,0,,0,,0,,0,7,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
288.0,wife,Consonant,4,,0,,0,,0,,0,,0,9,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
289.0,daughter,Consonant,8,,0,,0,,0,law,3,law,3,11,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
290.0,law,Consonant,3,,0,,0,,0,,0,,0,15,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
291.0,guerrillas,Consonant,10,,0,,0,,0,,0,,0,19,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
292.0,compaign,Consonant,8,,0,,0,,0,,0,,0,27,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
293.0,society,Consonant,7,Iraqi,5,,0,,0,,0,,0,3,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
294.0,clan,Consonant,4,,0,,0,,0,cousins,7,cousin,6,12,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
295.0,cousins,Consonant,7,first,5,,0,,0,,0,,0,18,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
296.0,kidnapping,Consonant,10,,0,,0,,0,,0,,0,22,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
297.0,shame,Consonant,5,substantial,11,,0,,0,,0,,0,30,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
298.0,pockets,Consonant,7,,0,,0,,0,resistance,10,resistance,10,13,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0009
299.0,resistance,Consonant,10,,0,,0,,0,,0,,0,15,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0009
300.0,cities,Consonant,6,other,5,,0,,0,,0,,0,5,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
301.0,guide,Consonant,5,,0,,0,,0,,0,,0,8,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
302.0,pockets,Consonant,7,,0,,0,,0,resistance,10,resistance,10,11,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
303.0,resistance,Consonant,10,,0,,0,,0,,0,,0,13,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
304.0,time,Consonant,4,,0,,0,,0,,0,,0,22,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
305.0,boycott,Consonant,7,Sunni,5,,0,,0,elections,9,election,8,13,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0011
306.0,elections,Consonant,9,,0,,0,,0,,0,,0,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0011
307.0,vote,Consonant,4,Sunni,5,,0,,0,,0,,0,20,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0012
308.0,position,Consonant,8,,0,,0,,0,,0,,0,28,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0012
309.0,situation,Consonant,9,,0,,0,,0,,0,,0,33,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0012
310.0,outbreak,Vowel,8,,0,,0,,0,"demonstrations, regions","14, 7","demonstration, region","13, 6",2,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
311.0,demonstrations,Consonant,14,,0,,0,,0,,0,,0,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
312.0,violence,Consonant,8,,0,,0,,0,,0,,0,6,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
313.0,regions,Consonant,7,"Sunni, Arab","5, 4",,0,,0,,0,,0,11,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
314.0,participation,Consonant,13,Sunni,5,,0,,0,elections,9,election,8,20,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
315.0,elections,Consonant,9,,0,,0,,0,,0,,0,24,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
316.0,implications,Vowel,12,political,9,,0,,0,assault,7,assault,7,8,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0014
317.0,assault,Consonant,7,,0,,0,,0,,0,,0,12,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0014
318.0,satire,Consonant,6,black,5,,0,,0,,0,,0,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0015
319.0,fun,Consonant,3,,0,,0,,0,,0,,0,14,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0015
320.0,conference,Consonant,10,,0,,0,,0,,0,,0,5,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0016
321.0,couple,Consonant,6,next,4,,0,,0,days,4,day,3,21,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0016
322.0,days,Consonant,4,,0,,0,,0,,0,,0,23,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0016
323.0,item,Vowel,4,hottest,7,,0,,0,lists,5,list,4,3,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
324.0,wish,Consonant,4,,0,,0,,0,,0,,0,6,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
325.0,lists,Consonant,5,,0,wish,4,wish,4,,0,,0,7,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
326.0,year,Consonant,4,,0,,0,,0,,0,,0,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
327.0,weapons,Consonant,7,nuclear,7,,0,,0,,0,,0,12,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
328.0,ones,Vowel,4,better,6,,0,,0,,0,,0,15,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0002
329.0,piece,Consonant,5,,0,,0,,0,coal,4,coal,4,28,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0002
330.0,coal,Consonant,4,,0,,0,,0,,0,,0,30,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0002
331.0,years,Consonant,5,"last, few","4, 3",,0,,0,,0,,0,5,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
332.0,tensions,Consonant,8,,0,,0,,0,program,7,program,7,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
333.0,program,Consonant,7,nuclear,7,,0,,0,,0,,0,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
334.0,word,Consonant,4,,0,,0,,0,,0,,0,16,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
335.0,week,Consonant,4,,0,,0,,0,,0,,0,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
336.0,deal,Consonant,4,,0,,0,,0,,0,,0,22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
337.0,approval,Consonant,8,,0,,0,,0,,0,,0,33,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
338.0,time,Consonant,4,same,4,,0,,0,,0,,0,4,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
339.0,Opposition,Vowel,10,,0,,0,,0,,0,,0,8,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
340.0,Group,Consonant,5,Iranian,7,Opposition,10,opposition,10,,0,,0,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
341.0,proof,Consonant,5,,0,,0,,0,program,7,program,7,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
342.0,weapons,Consonant,7,nuclear,7,,0,,0,,0,,0,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
343.0,program,Consonant,7,covert,6,weapons,7,weapon,6,,0,,0,20,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
344.0,photos,Consonant,6,Arial,5,,0,,0,,0,,0,2,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
345.0,connections,Consonant,11,loose,5,,0,,0,,0,,0,5,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
346.0,evidence,Consonant,8,,0,,0,,0,,0,,0,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
347.0,group,Consonant,5,,0,,0,,0,,0,,0,17,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
348.0,nukes,Consonant,5,best,4,,0,,0,,0,,0,12,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0006
349.0,world,Consonant,5,,0,,0,,0,,0,,0,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0006
350.0,weapons,Consonant,7,"new, nuclear","3, 7",,0,,0,,0,,0,11,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0007
351.0,countries,Consonant,9,other,5,,0,,0,,0,,0,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0007
352.0,demand,Consonant,6,,0,,0,,0,,0,,0,3,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
353.0,question,Consonant,8,,0,,0,,0,,0,,0,8,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
354.0,right,Consonant,5,,0,,0,,0,,0,,0,18,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
355.0,weapons,Consonant,7,nuclear,7,,0,,0,,0,,0,25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
356.0,decisions,Consonant,9,,0,,0,,0,,0,,0,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0010
357.0,weapons,Consonant,7,nuclear,7,,0,,0,,0,,0,8,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
358.0,program,Consonant,7,,0,weapons,7,weapon,6,,0,,0,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
359.0,day,Consonant,3,,0,,0,,0,,0,,0,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
360.0,weapons,Consonant,7,nuclear,7,,0,,0,,0,,0,28,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
361.0,strength,Consonant,8,nuclear,7,,0,,0,,0,,0,35,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
362.0,weapons,Consonant,7,nuclear,7,,0,,0,,0,,0,10,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0012
363.0,allies,Consonant,6,,0,,0,,0,,0,,0,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0012
364.0,concern,Consonant,7,slightest,9,,0,,0,,0,,0,23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0012
365.0,bomb,Consonant,4,,0,,0,,0,,0,,0,10,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
366.0,top,Consonant,3,,0,,0,,0,list,4,list,4,13,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
367.0,list,Consonant,4,,0,,0,,0,,0,,0,16,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
368.0,years,Consonant,5,few,3,,0,,0,,0,,0,26,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
369.0,couple,Consonant,6,,0,,0,,0,,0,,0,11,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0014
